method,seed,mashup_id,group,positive_count,Recall@5,NDCG@5,MAP@5,Recall@10,NDCG@10,MAP@10
Graph+BGE,0,1019,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1027,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1041,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1043,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1045,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1046,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
Graph+BGE,0,1065,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1068,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1069,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1080,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1087,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1088,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
Graph+BGE,0,1093,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Graph+BGE,0,1095,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1097,Head,3,0.0,0.0,0.0,0.3333333333333333,0.16716045496620227,0.05555555555555555
Graph+BGE,0,1104,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Graph+BGE,0,1107,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1109,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1111,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1112,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1113,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1115,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1120,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1121,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1124,Head,3,0.6666666666666666,0.6713860725233041,0.5,0.6666666666666666,0.6713860725233041,0.5
Graph+BGE,0,1132,Head,5,0.4,0.5087403079104241,0.3333333333333333,0.4,0.5087403079104241,0.3333333333333333
Graph+BGE,0,1132,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1135,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1139,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1146,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,1.0,0.7529716549381369,0.5166666666666667
Graph+BGE,0,1148,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1149,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1150,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1152,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,0.6666666666666666,0.7039180890341347,0.5555555555555555
Graph+BGE,0,1153,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1156,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1157,Head,4,0.5,0.44149241373678083,0.29166666666666663,0.5,0.44149241373678083,0.29166666666666663
Graph+BGE,0,1157,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1158,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1159,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1165,Head,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
Graph+BGE,0,1166,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1167,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1169,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1173,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1175,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8175295903539445,0.6428571428571428
Graph+BGE,0,1178,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1179,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1184,Head,2,1.0,0.8503449055347546,0.7,1.0,0.8503449055347546,0.7
Graph+BGE,0,1187,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1189,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Graph+BGE,0,1196,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1201,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1204,Head,2,1.0,0.8772153153380493,0.75,1.0,0.8772153153380493,0.75
Graph+BGE,0,1207,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1208,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1208,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1216,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1221,Head,3,0.6666666666666666,0.49818925746641285,0.3333333333333333,0.6666666666666666,0.49818925746641285,0.3333333333333333
Graph+BGE,0,1224,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1241,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1248,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1250,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Graph+BGE,0,1255,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1260,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1260,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1267,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1273,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1277,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1281,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1282,Head,6,0.0,0.0,0.0,0.3333333333333333,0.19632790425573848,0.06547619047619048
Graph+BGE,0,1285,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1306,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1306,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1311,Head,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
Graph+BGE,0,1320,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1341,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1343,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8065735963827293,0.625
Graph+BGE,0,1346,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1348,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1351,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Graph+BGE,0,1355,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Graph+BGE,0,1356,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1357,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1362,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1381,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1382,Head,2,1.0,0.8503449055347546,0.7,1.0,0.8503449055347546,0.7
Graph+BGE,0,1391,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1395,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1399,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1399,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1399,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1401,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1426,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1426,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1428,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1430,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1430,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1434,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1436,Head,3,1.0,0.6797310500037655,0.5333333333333333,1.0,0.6797310500037655,0.5333333333333333
Graph+BGE,0,1464,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1468,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1480,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1484,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1489,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Graph+BGE,0,1493,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1505,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1507,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1515,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1527,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1528,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1528,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1532,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1534,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1538,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8315546295836225,0.6666666666666666
Graph+BGE,0,1540,Head,2,1.0,0.6509209298071326,0.5,1.0,0.6509209298071326,0.5
Graph+BGE,0,1544,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1549,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1554,Head,2,1.0,0.8772153153380493,0.75,1.0,0.8772153153380493,0.75
Graph+BGE,0,1555,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1558,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1560,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1567,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1586,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1588,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
Graph+BGE,0,1591,Head,2,1.0,0.9197207891481876,0.8333333333333333,1.0,0.9197207891481876,0.8333333333333333
Graph+BGE,0,1597,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1598,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1599,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1606,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1610,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1612,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1617,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1622,Head,9,0.2222222222222222,0.4703652827859579,0.27999999999999997,0.3333333333333333,0.40012219531853876,0.19722222222222222
Graph+BGE,0,1622,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1622,Tail,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,1623,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1632,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1633,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1636,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1639,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1650,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1652,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1660,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1682,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1685,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1687,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1690,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1692,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1693,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1695,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Graph+BGE,0,1701,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8315546295836225,0.6666666666666666
Graph+BGE,0,1703,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,1.0,0.7529716549381369,0.5166666666666667
Graph+BGE,0,1704,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1712,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1720,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1726,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1727,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1734,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1738,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1772,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,1777,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1787,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1813,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1833,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1840,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1847,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1849,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1856,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Graph+BGE,0,1857,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1858,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1859,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1860,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1864,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1866,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1869,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1883,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1888,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1893,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1894,Head,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
Graph+BGE,0,1899,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1905,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1908,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1918,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1920,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1921,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1927,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1937,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1938,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1939,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1940,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1948,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1950,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1956,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1960,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1963,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1964,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1972,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Graph+BGE,0,1988,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,1989,Head,2,1.0,0.8772153153380493,0.75,1.0,0.8772153153380493,0.75
Graph+BGE,0,2009,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2011,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2012,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2022,Head,2,1.0,0.8772153153380493,0.75,1.0,0.8772153153380493,0.75
Graph+BGE,0,2030,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2031,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2058,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2059,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8175295903539445,0.6428571428571428
Graph+BGE,0,2064,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,2069,Head,4,0.5,0.6366824387328317,0.5,0.75,0.7668091220635322,0.6071428571428571
Graph+BGE,0,2075,Head,2,0.5,0.6131471927654584,0.5,1.0,0.7903864795495061,0.6
Graph+BGE,0,2082,Head,4,0.5,0.44149241373678083,0.29166666666666663,0.75,0.5805485932475565,0.41666666666666663
Graph+BGE,0,2082,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2087,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2093,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2103,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2107,Head,3,0.6666666666666666,0.7653606369886217,0.6666666666666666,0.6666666666666666,0.7653606369886217,0.6666666666666666
Graph+BGE,0,2110,Head,3,1.0,0.9469024295259745,0.8666666666666667,1.0,0.9469024295259745,0.8666666666666667
Graph+BGE,0,2114,Head,3,0.3333333333333333,0.23463936301137822,0.1111111111111111,0.6666666666666666,0.39106560501896365,0.20634920634920637
Graph+BGE,0,2119,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,2121,Head,3,0.6666666666666666,0.4776237035032179,0.3,0.6666666666666666,0.4776237035032179,0.3
Graph+BGE,0,2123,Head,8,0.375,0.6548086577531307,0.4833333333333333,0.375,0.48835054676924156,0.3020833333333333
Graph+BGE,0,2123,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2123,Tail,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2123,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2124,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,0.6666666666666666,0.7039180890341347,0.5555555555555555
Graph+BGE,0,2127,Head,5,0.2,0.21398626473452756,0.1,0.2,0.21398626473452756,0.1
Graph+BGE,0,2127,Middle,3,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2127,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2130,Head,4,0.25,0.3903800499921017,0.25,0.25,0.3903800499921017,0.25
Graph+BGE,0,2132,Head,2,1.0,0.8772153153380493,0.75,1.0,0.8772153153380493,0.75
Graph+BGE,0,2137,Head,4,0.5,0.6366824387328317,0.5,0.75,0.7757386182436072,0.625
Graph+BGE,0,2141,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,0.6666666666666666,0.7039180890341347,0.5555555555555555
Graph+BGE,0,2155,Head,3,0.3333333333333333,0.2960819109658652,0.16666666666666666,0.3333333333333333,0.2960819109658652,0.16666666666666666
Graph+BGE,0,2158,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,2160,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Graph+BGE,0,2161,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Graph+BGE,0,2168,Head,4,0.25,0.3903800499921017,0.25,0.5,0.5032251913410369,0.3
Graph+BGE,0,2168,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2173,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2175,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2176,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Graph+BGE,0,2176,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2181,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8065735963827293,0.625
Graph+BGE,0,2182,Head,5,0.4,0.5531464700081437,0.4,0.4,0.5531464700081437,0.4
Graph+BGE,0,2182,Middle,3,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2182,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2186,Head,3,0.6666666666666666,0.38364913903790027,0.21666666666666667,0.6666666666666666,0.38364913903790027,0.21666666666666667
Graph+BGE,0,2191,Head,5,0.4,0.5531464700081437,0.4,0.4,0.5531464700081437,0.4
Graph+BGE,0,2194,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2194,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2210,Head,6,0.5,0.6548086577531307,0.4833333333333333,0.6666666666666666,0.6920165406831017,0.5138888888888888
Graph+BGE,0,2213,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2213,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2215,Head,5,0.4,0.48522855511632257,0.3,0.6,0.5832678409476796,0.36
Graph+BGE,0,2223,Head,4,0.5,0.6366824387328317,0.5,0.75,0.7757386182436072,0.625
Graph+BGE,0,2226,Head,4,0.75,0.8318724637288826,0.75,1.0,0.9550236580992476,0.875
Graph+BGE,0,2227,Head,4,0.75,0.7365896932159578,0.5666666666666667,1.0,0.854105797972385,0.6777777777777778
Graph+BGE,0,2232,Head,4,1.0,0.9047172294870751,0.8041666666666667,1.0,0.9047172294870751,0.8041666666666667
Graph+BGE,0,2233,Head,10,0.3,0.6548086577531307,0.4833333333333333,0.3,0.424926013816671,0.24166666666666664
Graph+BGE,0,2233,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2235,Head,7,0.2857142857142857,0.34519134224686937,0.18,0.5714285714285714,0.4581036108173526,0.26122448979591834
Graph+BGE,0,2235,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2240,Head,7,0.14285714285714285,0.16958010263680806,0.06666666666666667,0.14285714285714285,0.13743816645714543,0.047619047619047616
Graph+BGE,0,2240,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2240,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2253,Head,5,0.4,0.36005461457723403,0.2,0.4,0.36005461457723403,0.2
Graph+BGE,0,2255,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2256,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2265,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2265,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2267,Head,2,0.5,0.2640681225725909,0.125,0.5,0.2640681225725909,0.125
Graph+BGE,0,2273,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Graph+BGE,0,2275,Head,2,1.0,0.8503449055347546,0.7,1.0,0.8503449055347546,0.7
Graph+BGE,0,2276,Head,4,0.25,0.19519002499605084,0.08333333333333333,0.5,0.32531670832675136,0.15476190476190477
Graph+BGE,0,2276,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2280,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2283,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
Graph+BGE,0,2288,Head,8,0.375,0.5296347172140421,0.3833333333333333,0.375,0.39499692112648077,0.23958333333333331
Graph+BGE,0,2288,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2291,Head,2,0.0,0.0,0.0,1.0,0.36181498356361597,0.15555555555555556
Graph+BGE,0,2302,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2304,Head,4,0.25,0.24630238874073,0.125,0.25,0.24630238874073,0.125
Graph+BGE,0,2304,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2310,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2310,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2324,Head,4,0.5,0.5855700749881525,0.41666666666666663,0.75,0.7087212693585175,0.5104166666666666
Graph+BGE,0,2325,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2330,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2330,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Graph+BGE,0,2346,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2352,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Graph+BGE,0,2357,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
