method,seed,mashup_id,group,positive_count,Recall@5,NDCG@5,MAP@5,Recall@10,NDCG@10,MAP@10
Inductive LightGCN,1,4490,Head,2,1.0,0.5706417189553201,0.41666666666666663,1.0,0.5706417189553201,0.41666666666666663
Inductive LightGCN,1,4492,Head,1,0.0,0.0,0.0,1.0,0.3010299956639812,0.1111111111111111
Inductive LightGCN,1,4500,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,1,4500,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4510,Head,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
Inductive LightGCN,1,4514,Head,3,0.6666666666666666,0.4367467095119258,0.27777777777777773,0.6666666666666666,0.4367467095119258,0.27777777777777773
Inductive LightGCN,1,4514,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4517,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4517,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4521,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4521,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4521,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4521,Unseen,10,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4530,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4537,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4537,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4537,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4543,Head,3,0.6666666666666666,0.7039180890341347,0.5555555555555555,0.6666666666666666,0.7039180890341347,0.5555555555555555
Inductive LightGCN,1,4545,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.6666666666666666,0.617319681505689,0.4166666666666667
Inductive LightGCN,1,4561,Head,2,0.5,0.23719771276929622,0.1,0.5,0.23719771276929622,0.1
Inductive LightGCN,1,4561,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4562,Head,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
Inductive LightGCN,1,4568,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4575,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4580,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4597,Head,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
Inductive LightGCN,1,4605,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4608,Head,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
Inductive LightGCN,1,4608,Middle,2,0.0,0.0,0.0,0.5,0.17723928678404774,0.05
Inductive LightGCN,1,4608,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4617,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,4621,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,4623,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4623,Middle,3,0.6666666666666666,0.6508205185601091,0.4666666666666666,0.6666666666666666,0.6508205185601091,0.4666666666666666
Inductive LightGCN,1,4623,Tail,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
Inductive LightGCN,1,4623,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4628,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4629,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4629,Middle,1,0.0,0.0,0.0,1.0,0.31546487678572877,0.125
Inductive LightGCN,1,4630,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4633,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4634,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4636,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4639,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,1,4639,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4643,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4645,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4646,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4650,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,1,4651,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4651,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4661,Head,1,0.0,0.0,0.0,1.0,0.31546487678572877,0.125
Inductive LightGCN,1,4662,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4664,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,1,4674,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4684,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4691,Head,2,1.0,0.6509209298071326,0.5,1.0,0.6509209298071326,0.5
Inductive LightGCN,1,4691,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4696,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4696,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4727,Head,1,0.0,0.0,0.0,1.0,0.3010299956639812,0.1111111111111111
Inductive LightGCN,1,4728,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4735,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4735,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4740,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4752,Head,2,0.5,0.6131471927654584,0.5,1.0,0.8065735963827293,0.625
Inductive LightGCN,1,4758,Head,3,0.0,0.0,0.0,0.3333333333333333,0.1480409554829326,0.041666666666666664
Inductive LightGCN,1,4759,Head,3,0.3333333333333333,0.2960819109658652,0.16666666666666666,0.3333333333333333,0.2960819109658652,0.16666666666666666
Inductive LightGCN,1,4759,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4759,Unseen,3,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4764,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4765,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4766,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4770,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4776,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4781,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4784,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4787,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4787,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4787,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4796,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4796,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4799,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4799,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4799,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4800,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,4801,Head,1,0.0,0.0,0.0,1.0,0.3333333333333333,0.14285714285714285
Inductive LightGCN,1,4801,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4805,Head,1,0.0,0.0,0.0,1.0,0.2890648263178879,0.1
Inductive LightGCN,1,4805,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4809,Head,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
Inductive LightGCN,1,4811,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4813,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4819,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4822,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4822,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4826,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4828,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4828,Tail,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4831,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4832,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4834,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4836,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4837,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4840,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4850,Head,2,1.0,0.6934264036172708,0.5833333333333333,1.0,0.6934264036172708,0.5833333333333333
Inductive LightGCN,1,4856,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4856,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4864,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4869,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4869,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4873,Head,2,0.0,0.0,0.0,0.5,0.20438239758848611,0.07142857142857142
Inductive LightGCN,1,4874,Head,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
Inductive LightGCN,1,4896,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4898,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,4899,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4902,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4904,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4910,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4910,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4913,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4921,Middle,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
Inductive LightGCN,1,4922,Middle,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
Inductive LightGCN,1,4923,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4924,Middle,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
Inductive LightGCN,1,4931,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4931,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4932,Head,2,0.0,0.0,0.0,0.5,0.21840743681816419,0.08333333333333333
Inductive LightGCN,1,4945,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4946,Head,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
Inductive LightGCN,1,4958,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
Inductive LightGCN,1,4962,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4963,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4967,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,4971,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4972,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,4972,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4985,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,4992,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,1,4992,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,4996,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5003,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5006,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,5010,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5011,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5011,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5011,Unseen,3,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5019,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5022,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5035,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5039,Middle,1,1.0,0.38685280723454163,0.2,1.0,0.38685280723454163,0.2
Inductive LightGCN,1,5042,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5054,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5054,Middle,2,1.0,0.5706417189553201,0.41666666666666663,1.0,0.5706417189553201,0.41666666666666663
Inductive LightGCN,1,5064,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5064,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5064,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5077,Head,1,0.0,0.0,0.0,1.0,0.3010299956639812,0.1111111111111111
Inductive LightGCN,1,5079,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5083,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5089,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5095,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5118,Head,1,0.0,0.0,0.0,1.0,0.31546487678572877,0.125
Inductive LightGCN,1,5127,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5130,Head,1,1.0,0.43067655807339306,0.25,1.0,0.43067655807339306,0.25
Inductive LightGCN,1,5130,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5136,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5147,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5147,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5152,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5152,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5153,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5153,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5153,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5155,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5162,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5162,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5165,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5165,Middle,2,0.5,0.38685280723454163,0.25,1.0,0.6052602440527057,0.41666666666666663
Inductive LightGCN,1,5165,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5166,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5167,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,5168,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,5185,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5185,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5186,Middle,1,0.0,0.0,0.0,1.0,0.3562071871080222,0.16666666666666666
Inductive LightGCN,1,5187,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5199,Head,4,0.75,0.8318724637288826,0.75,0.75,0.8318724637288826,0.75
Inductive LightGCN,1,5199,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5201,Middle,2,0.5,0.23719771276929622,0.1,0.5,0.23719771276929622,0.1
Inductive LightGCN,1,5202,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5220,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,5222,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,5223,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5224,Middle,1,0.0,0.0,0.0,1.0,0.2890648263178879,0.1
Inductive LightGCN,1,5226,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5228,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5232,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5241,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5242,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5251,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5255,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5256,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5259,Head,2,0.5,0.3065735963827292,0.16666666666666666,0.5,0.3065735963827292,0.16666666666666666
Inductive LightGCN,1,5259,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5265,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5269,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,5274,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5292,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5294,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5298,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5299,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5299,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,5304,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5307,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5310,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5310,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5312,Tail,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,5313,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5313,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5314,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5323,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5327,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,5341,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5341,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5342,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5342,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5342,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5344,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,5344,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5345,Head,4,0.5,0.6366824387328317,0.5,0.5,0.6366824387328317,0.5
Inductive LightGCN,1,5345,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5351,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5357,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5357,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5362,Middle,1,0.0,0.0,0.0,1.0,0.31546487678572877,0.125
Inductive LightGCN,1,5368,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5368,Middle,3,0.3333333333333333,0.20210734650054757,0.08333333333333333,0.6666666666666666,0.34337431936037655,0.1574074074074074
Inductive LightGCN,1,5368,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5368,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5375,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
Inductive LightGCN,1,5375,Middle,2,0.5,0.23719771276929622,0.1,1.0,0.45560514958746035,0.26666666666666666
Inductive LightGCN,1,5382,Head,37,0.13513513513513514,1.0,1.0,0.2702702702702703,1.0,1.0
Inductive LightGCN,1,5382,Middle,15,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5382,Tail,5,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5382,Unseen,5,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5385,Head,3,0.3333333333333333,0.18154179253735267,0.06666666666666667,1.0,0.4652347214527331,0.25
Inductive LightGCN,1,5385,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5391,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5392,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5396,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5406,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5407,Unseen,4,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5411,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5420,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5428,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5438,Tail,3,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5444,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5459,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5462,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5467,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5468,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5473,Tail,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5475,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5481,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5484,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5489,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5492,Head,30,0.16666666666666666,1.0,1.0,0.23333333333333334,0.7917267193679839,0.6732142857142857
Inductive LightGCN,1,5492,Middle,4,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5492,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5494,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5498,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5504,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,1,5504,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5507,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5507,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5511,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,1,5511,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5512,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5514,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5514,Tail,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,1,5516,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5522,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5522,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5529,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,1,5537,Unseen,5,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5543,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,1,5544,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
