subset,method_a,method_b,group,metric,num_mashups,mean_a,mean_b,mean_difference,relative_improvement_percent,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_statistic,p_raw,rank_biserial,method_a_win_rate,tie_rate,p_holm_subset_global,p_holm_comparison,significance_global,ci_excludes_zero
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Tail,NDCG@5,53,0.12474929425008936,0.0058533116859961825,0.11889598256409316,2031.2600616937434,0.05560467607685605,0.19145838872934648,0.0,0.00216583400102514,1.0,0.22641509433962265,0.7735849056603774,0.03465334401640224,0.011459215740577042,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Tail,MAP@5,53,0.10251572327044026,0.003668763102725366,0.09884696016771488,2694.2857142857147,0.04077568134171908,0.1689727463312369,0.0,0.00216583400102514,1.0,0.22641509433962265,0.7735849056603774,0.03465334401640224,0.011459215740577042,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Tail,Recall@10,53,0.29245283018867924,0.012578616352201257,0.279874213836478,2225.0,0.16666666666666669,0.4025157232704402,0.0,0.00017556014214930018,1.0,0.3018867924528302,0.6981132075471698,0.005969044833076206,0.001931161563642302,**,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Tail,NDCG@10,53,0.1627338459876985,0.0058533116859961825,0.1568805343017023,2680.2012726749676,0.087645407221509,0.2329625246136946,0.0,0.00043295147541086676,1.0,0.3018867924528302,0.6981132075471698,0.014287398688558602,0.0043295147541086675,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Tail,MAP@10,53,0.12029300189677548,0.003668763102725366,0.11662423879405012,3178.8435374149667,0.058293089248277925,0.18591201207946487,0.0,0.00043295147541086676,1.0,0.3018867924528302,0.6981132075471698,0.014287398688558602,0.0043295147541086675,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Unseen,Recall@5,73,0.1232876712328767,0.0,0.1232876712328767,12328767123287.672,0.0547945205479452,0.2054794520547945,0.0,0.0026997960632601866,1.0,0.1232876712328767,0.8767123287671232,0.03465334401640224,0.011459215740577042,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Unseen,NDCG@5,73,0.07939134605375221,0.0,0.07939134605375221,7939134605375.222,0.034140861229017036,0.13438106424308788,0.0,0.0075792819433897285,1.0,0.1232876712328767,0.8767123287671232,0.04547569166033837,0.015158563886779457,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Unseen,MAP@5,73,0.06461187214611873,0.0,0.06461187214611873,6461187214611.873,0.02465753424657534,0.11400494672754945,0.0,0.0075792819433897285,1.0,0.1232876712328767,0.8767123287671232,0.04547569166033837,0.015158563886779457,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Unseen,Recall@10,73,0.20684931506849313,0.0,0.20684931506849313,20684931506849.312,0.1232876712328767,0.3027397260273973,0.0,9.616588268883476e-05,1.0,0.2191780821917808,0.7808219178082192,0.003461971776798051,0.0011539905922660172,**,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Unseen,NDCG@10,73,0.10757432826581548,0.0,0.10757432826581548,10757432826581.547,0.0581701475371054,0.16461896354019143,0.0,0.0004358423668112835,1.0,0.2191780821917808,0.7808219178082192,0.014287398688558602,0.0043295147541086675,*,True
strict_clean,SCF-LightGCN+BGE,Graph+BGE,Unseen,MAP@10,73,0.0763499311444517,0.0,0.0763499311444517,7634993114445.169,0.03575926831919982,0.12621416793505832,0.0,0.0004358423668112835,1.0,0.2191780821917808,0.7808219178082192,0.014287398688558602,0.0043295147541086675,*,True
