method,mashup_id,group,positive_count,Recall@5,NDCG@5,MAP@5,Recall@10,NDCG@10,MAP@10
Inductive LightGCN,4826,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4828,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4828,Tail,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,4831,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4832,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4834,Head,1,1.0,0.7103099178571526,0.611111111111111,1.0,0.7103099178571526,0.611111111111111
Inductive LightGCN,4836,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4837,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4840,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,4850,Head,2,1.0,0.6934264036172708,0.5833333333333333,1.0,0.6934264036172708,0.5833333333333333
Inductive LightGCN,4856,Head,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4856,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4864,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4869,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4869,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4873,Head,2,0.0,0.0,0.0,0.5,0.20905741066504546,0.07539682539682539
Inductive LightGCN,4874,Head,1,0.3333333333333333,0.1289509357448472,0.06666666666666667,0.6666666666666666,0.24768666478085458,0.12222222222222223
Inductive LightGCN,4896,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,4898,Head,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,4899,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4902,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4904,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4910,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4910,Middle,1,0.0,0.0,0.0,0.3333333333333333,0.10034333188799373,0.037037037037037035
Inductive LightGCN,4913,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4921,Middle,1,1.0,0.40146072418082546,0.21666666666666667,1.0,0.40146072418082546,0.21666666666666667
Inductive LightGCN,4922,Middle,1,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.6666666666666666,0.28540239570267406,0.16666666666666666
Inductive LightGCN,4923,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4924,Middle,1,0.3333333333333333,0.14355885269113103,0.08333333333333333,0.6666666666666666,0.26229458172713843,0.13888888888888887
Inductive LightGCN,4931,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4931,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4932,Head,2,0.3333333333333333,0.16708861178062903,0.075,0.6666666666666666,0.30801855658284577,0.1503968253968254
Inductive LightGCN,4945,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4946,Head,1,0.3333333333333333,0.1289509357448472,0.06666666666666667,0.6666666666666666,0.22530587785080983,0.10000000000000002
Inductive LightGCN,4958,Head,2,0.5,0.5377157309218195,0.4166666666666667,0.5,0.5377157309218195,0.4166666666666667
Inductive LightGCN,4962,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4963,Head,1,1.0,0.7539531690476383,0.6666666666666666,1.0,0.7539531690476383,0.6666666666666666
Inductive LightGCN,4967,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,4971,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4972,Head,1,0.6666666666666666,0.3333333333333333,0.2222222222222222,1.0,0.4520690623693407,0.27777777777777773
Inductive LightGCN,4972,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4985,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,4992,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,4992,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,4996,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5003,Head,1,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.047619047619047616
Inductive LightGCN,5006,Head,1,1.0,0.5436432511904858,0.38888888888888884,1.0,0.5436432511904858,0.38888888888888884
Inductive LightGCN,5010,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5011,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5011,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5011,Unseen,3,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5019,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5022,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5035,Head,1,0.0,0.0,0.0,0.3333333333333333,0.10515495892857625,0.041666666666666664
Inductive LightGCN,5039,Middle,1,0.6666666666666666,0.2579018714896944,0.13333333333333333,1.0,0.3766376005257018,0.18888888888888888
Inductive LightGCN,5042,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5054,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5054,Middle,2,1.0,0.5706417189553201,0.4166666666666667,1.0,0.5706417189553201,0.4166666666666667
Inductive LightGCN,5064,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5064,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5064,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5077,Head,1,0.0,0.0,0.0,0.6666666666666666,0.21907906092400112,0.0925925925925926
Inductive LightGCN,5079,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5083,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5089,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5095,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5118,Head,1,0.0,0.0,0.0,1.0,0.3166094019276811,0.1263227513227513
Inductive LightGCN,5127,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5130,Head,1,1.0,0.4391764551026449,0.2611111111111111,1.0,0.4391764551026449,0.2611111111111111
Inductive LightGCN,5130,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5136,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5147,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5147,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5152,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5152,Middle,1,0.0,0.0,0.0,0.3333333333333333,0.11873572903600739,0.05555555555555555
Inductive LightGCN,5153,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5153,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5153,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5155,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5162,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5162,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5165,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5165,Middle,2,0.6666666666666666,0.4659187114909737,0.31666666666666665,1.0,0.6068486562931904,0.41984126984126985
Inductive LightGCN,5165,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5166,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5167,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5168,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5185,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5185,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5186,Middle,1,0.0,0.0,0.0,1.0,0.3262017822530811,0.1365079365079365
Inductive LightGCN,5187,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5199,Head,4,0.75,0.8318724637288826,0.75,0.75,0.8318724637288826,0.75
Inductive LightGCN,5199,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5201,Middle,2,0.5,0.2461545160370611,0.10833333333333334,0.5,0.2461545160370611,0.10833333333333334
Inductive LightGCN,5202,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5220,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5222,Middle,1,1.0,0.5641786884054361,0.4166666666666667,1.0,0.5641786884054361,0.4166666666666667
Inductive LightGCN,5223,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5224,Middle,1,0.3333333333333333,0.1289509357448472,0.06666666666666667,1.0,0.32564920973880357,0.13703703703703704
Inductive LightGCN,5226,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5228,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5232,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5241,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5242,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5251,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5255,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5256,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5259,Head,2,0.5,0.3065735963827292,0.16666666666666666,0.6666666666666666,0.36809882864258525,0.20370370370370372
Inductive LightGCN,5259,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5265,Middle,1,0.0,0.0,0.0,0.3333333333333333,0.10034333188799373,0.037037037037037035
Inductive LightGCN,5269,Middle,1,1.0,0.5872865023809717,0.4444444444444444,1.0,0.5872865023809717,0.4444444444444444
Inductive LightGCN,5274,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5292,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5294,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5298,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5299,Head,1,1.0,0.8769765845238192,0.8333333333333334,1.0,0.8769765845238192,0.8333333333333334
Inductive LightGCN,5299,Middle,1,1.0,0.6666666666666666,0.5555555555555555,1.0,0.6666666666666666,0.5555555555555555
Inductive LightGCN,5304,Middle,1,0.0,0.0,0.0,0.3333333333333333,0.10034333188799373,0.037037037037037035
Inductive LightGCN,5307,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5310,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5310,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5312,Tail,1,1.0,0.5872865023809717,0.4444444444444444,1.0,0.5872865023809717,0.4444444444444444
Inductive LightGCN,5313,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5313,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5314,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5323,Middle,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5327,Middle,1,1.0,0.7539531690476383,0.6666666666666666,1.0,0.7539531690476383,0.6666666666666666
Inductive LightGCN,5341,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5341,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5342,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5342,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5342,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5344,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,5344,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5345,Head,4,0.5,0.6366824387328317,0.5,0.5,0.6366824387328317,0.5
Inductive LightGCN,5345,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5351,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5357,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5357,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5362,Middle,1,0.0,0.0,0.0,0.6666666666666666,0.20549829081656998,0.0787037037037037
Inductive LightGCN,5368,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5368,Middle,3,0.3333333333333333,0.22379535750776802,0.10185185185185185,0.6666666666666666,0.3682437536077221,0.1805114638447972
Inductive LightGCN,5368,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5368,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5375,Head,2,0.5,0.38685280723454163,0.25,0.5,0.38685280723454163,0.25
Inductive LightGCN,5375,Middle,2,0.16666666666666666,0.07906590425643208,0.03333333333333333,0.6666666666666666,0.27491884771553227,0.1259259259259259
Inductive LightGCN,5382,Head,37,0.13513513513513514,1.0,1.0,0.26126126126126126,0.977915258848537,0.9633333333333334
Inductive LightGCN,5382,Middle,15,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5382,Tail,5,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5382,Unseen,5,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5385,Head,3,0.4444444444444444,0.2489109080375352,0.11666666666666665,0.8888888888888888,0.43578153310675427,0.23580246913580247
Inductive LightGCN,5385,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5391,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5392,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5396,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5406,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5407,Unseen,4,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5411,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5420,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5428,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5438,Tail,3,0.0,0.0,0.0,0.3333333333333333,0.13752363990824154,0.04567901234567901
Inductive LightGCN,5444,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5459,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5462,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5467,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5468,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5473,Tail,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5475,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5481,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5484,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5489,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5492,Head,30,0.16666666666666666,1.0,1.0,0.22222222222222224,0.764024367368061,0.6310714285714285
Inductive LightGCN,5492,Middle,4,0.0,0.0,0.0,0.08333333333333333,0.039172034918809044,0.009259259259259259
Inductive LightGCN,5492,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5494,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5498,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5504,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.3333333333333333,0.46927872602275644,0.3333333333333333
Inductive LightGCN,5504,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5507,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5507,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5511,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,5511,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5512,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5514,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5514,Tail,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5516,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5522,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5522,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5529,Middle,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5537,Unseen,5,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5543,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5544,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5547,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5559,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5561,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5564,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5565,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5577,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5578,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5579,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5581,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5583,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5585,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5589,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5599,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5600,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5604,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5605,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5609,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5610,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5612,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5612,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5615,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5616,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5619,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5643,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5648,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5652,Head,16,0.125,0.49306580604768974,0.3111111111111111,0.2708333333333333,0.479402637282813,0.26132275132275135
Inductive LightGCN,5652,Middle,3,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5652,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5661,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5663,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5674,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5689,Tail,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5696,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5697,Middle,1,1.0,0.5,0.3333333333333333,1.0,0.5,0.3333333333333333
Inductive LightGCN,5697,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5712,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5712,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5724,Unseen,2,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5725,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5734,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5736,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,5737,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5738,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5739,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5740,Head,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5742,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,5744,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5744,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5764,Head,2,0.5,0.2834483018449182,0.14444444444444446,0.5,0.2834483018449182,0.14444444444444446
Inductive LightGCN,5766,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5769,Head,2,1.0,0.8682585120702844,0.7333333333333334,1.0,0.8682585120702844,0.7333333333333334
Inductive LightGCN,5770,Head,1,0.0,0.0,0.0,1.0,0.34095795125822964,0.15079365079365079
Inductive LightGCN,5771,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5778,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5780,Head,2,0.0,0.0,0.0,0.3333333333333333,0.12600070013227968,0.03935185185185185
Inductive LightGCN,5781,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5784,Middle,1,0.0,0.0,0.0,1.0,0.34095795125822964,0.15079365079365079
Inductive LightGCN,5789,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5793,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5795,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5801,Head,3,1.0,0.9891559944963898,0.9722222222222222,1.0,0.9891559944963898,0.9722222222222222
Inductive LightGCN,5802,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5802,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5807,Tail,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5822,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5826,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5835,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5842,Head,2,0.0,0.0,0.0,0.16666666666666666,0.05907976226134925,0.016666666666666666
Inductive LightGCN,5842,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5850,Head,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5853,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5853,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5857,Head,2,1.0,0.9464805260987917,0.8888888888888888,1.0,0.9464805260987917,0.8888888888888888
Inductive LightGCN,5861,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5863,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5866,Head,2,0.5,0.3333333333333333,0.19444444444444442,0.5,0.3333333333333333,0.19444444444444442
Inductive LightGCN,5872,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5873,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5878,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5878,Middle,1,1.0,0.6309297535714575,0.5,1.0,0.6309297535714575,0.5
Inductive LightGCN,5883,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5898,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5900,Head,2,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5907,Head,2,0.5,0.6131471927654584,0.5,0.5,0.6131471927654584,0.5
Inductive LightGCN,5909,Head,6,0.3333333333333333,0.5029134359701414,0.32666666666666666,0.7222222222222222,0.6644148962546311,0.43657407407407406
Inductive LightGCN,5909,Middle,1,0.0,0.0,0.0,0.6666666666666666,0.19270988421192525,0.06666666666666667
Inductive LightGCN,5913,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5916,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5918,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5918,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5919,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5921,Head,7,0.2857142857142857,0.5531464700081437,0.4000000000000001,0.3333333333333333,0.47478968304678615,0.3
Inductive LightGCN,5921,Middle,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5925,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
Inductive LightGCN,5931,Unseen,1,0.0,0.0,0.0,0.0,0.0,0.0
Inductive LightGCN,5933,Head,3,0.3333333333333333,0.46927872602275644,0.3333333333333333,0.5555555555555555,0.5615850414535154,0.3802469135802469
Inductive LightGCN,5936,Head,2,1.0,0.9197207891481876,0.8333333333333334,1.0,0.9197207891481876,0.8333333333333334
Inductive LightGCN,5937,Middle,2,0.3333333333333333,0.16708861178062903,0.075,0.5,0.2398910907200171,0.10277777777777779
Inductive LightGCN,5941,Head,1,1.0,1.0,1.0,1.0,1.0,1.0
